"","DR.Number","Date.Reported","Date.Occurred","Time.Occurred","Area.ID","Area.Name","Reporting.District","Crime.Code","Crime.Code.Description","MO.Codes","Victim.Age","Victim.Sex","Victim.Descent","Premise.Code","Premise.Description","Weapon.Used.Code","Weapon.Description","Status.Code","Status.Description","Crime.Code.1","Crime.Code.2","Crime.Code.3","Crime.Code.4","Address","Cross.Street","Lat","Lon","timestamp","day","hour"
"1426",170109024,2017-03-19,2017-03-19,"02:45",1,"Central",152,"626","INTIMATE PARTNER - SIMPLE ASSAULT","0444 0408 0429 1218",38,"F","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",626,NA,NA,NA,"7TH","HOPE",34.048,-118.2577,2H 45M 0S,"Sun",2
"1427",170109102,2017-03-20,2017-03-19,"20:30",1,"Central",148,"626","INTIMATE PARTNER - SIMPLE ASSAULT","1218 2004 1402 2000 1813 1814 0416 0447",46,"F","B",102,"SIDEWALK",500,"UNKNOWN WEAPON/OTHER WEAPON","AA","Adult Arrest",626,998,NA,NA,"4TH","CROCKER",34.0449,-118.2415,20H 30M 0S,"Sun",20
"1428",170309080,2017-03-19,2017-03-19,"01:30",3,"Southwest",353,"110","CRIMINAL HOMICIDE","1100 0430 1822 0906 1218 1270 1407 1402",30,"M","B",101,"STREET",102,"HAND GUN","IC","Invest Cont",110,NA,NA,NA,"3700    CHESAPEAKE                   AV","",34.0195,-118.3452,1H 30M 0S,"Sun",1
"1429",170407449,2017-03-20,2017-03-19,"20:00",4,"Hollenbeck",462,"440","THEFT PLAIN - PETTY ($950 & UNDER)","0344 1218",47,"F","H",101,"STREET",NA,"","IC","Invest Cont",440,NA,NA,NA,"1900    TRANSIENT","",34.0386,-118.2201,20H 0M 0S,"Sun",20
"1430",170507602,2017-03-19,2017-03-19,"05:30",5,"Harbor",529,"626","INTIMATE PARTNER - SIMPLE ASSAULT","1243 1814 0400 0448 1218",47,"F","H",103,"ALLEY",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",626,NA,NA,NA,"500 E  E                            ST","",33.7759,-118.2569,5H 30M 0S,"Sun",5
"1431",170608763,2017-03-21,2017-03-19,"14:30",6,"Hollywood",645,"624","BATTERY - SIMPLE ASSAULT","0400 0416 0356 2004 1218",28,"M","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"7000    HOLLYWOOD                    BL","",34.1016,-118.3417,14H 30M 0S,"Sun",14
"1432",171107700,2017-03-20,2017-03-19,"21:00",11,"Northeast",1109,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0302 1218 0421",39,"M","W",102,"SIDEWALK",102,"HAND GUN","IC","Invest Cont",230,NA,NA,NA,"EAGLE ROCK                   BL","PATRICIAN                    WY",34.1439,-118.1955,21H 0M 0S,"Sun",21
"1433",171107723,2017-03-20,2017-03-19,"12:30",11,"Northeast",1148,"440","THEFT PLAIN - PETTY ($950 & UNDER)","2004 1218 1814 0325",35,"M","B",146,"PATIO*",NA,"","IC","Invest Cont",440,NA,NA,NA,"4500 N  FIGUEROA                     ST","",34.0961,-118.2072,12H 30M 0S,"Sun",12
"1434",171209513,2017-03-19,2017-03-19,"20:00",12,"77th Street",1213,"624","BATTERY - SIMPLE ASSAULT","0342 1822 0340 0906 0371 1218 0416 0446",29,"F","O",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"57TH                         ST","WESTERN                      AV",33.9906,-118.3089,20H 0M 0S,"Sun",20
"1435",171508582,2017-03-19,2017-03-19,"13:10",15,"N Hollywood",1544,"626","INTIMATE PARTNER - SIMPLE ASSAULT","2004 1218 2000 0444 0416",24,"F","W",108,"PARKING LOT",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",626,NA,NA,NA,"MAGNOLIA                     BL","LAUREL CANYON                BL",34.1649,-118.3965,13H 10M 0S,"Sun",13
"1436",171908199,2017-03-20,2017-03-20,"07:35",19,"Mission",1982,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1100 1407 0430 1313 1218 0906",51,"M","H",109,"PARK/PLAYGROUND",102,"HAND GUN","AO","Adult Other",230,998,NA,NA,"8700    PARTHENIA                    PL","",34.2286,-118.4644,7H 35M 0S,"Mon",7
"1437",171808400,2017-03-22,2017-03-20,"14:00",18,"Southeast",1863,"930","CRIMINAL THREATS - NO WEAPON DISPLAYED","1814 0421 2000 2004 0334 0906 1218 1310",36,"M","B",101,"STREET",511,"VERBAL THREAT","IC","Invest Cont",930,NA,NA,NA,"AVALON                       BL","118TH                        ST",33.9265,-118.2652,14H 0M 0S,"Mon",14
"1438",170109113,2017-03-20,2017-03-20,"03:00",1,"Central",124,"624","BATTERY - SIMPLE ASSAULT","0416 1218",54,"F","W",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"2ND","LOS ANGELES",34.0503,-118.2433,3H 0M 0S,"Mon",3
"1439",170109119,2017-03-20,2017-03-20,"05:00",1,"Central",153,"624","BATTERY - SIMPLE ASSAULT","1218 2004 0356 0416",17,"F","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"5TH","HILL",34.0488,-118.2518,5H 0M 0S,"Mon",5
"1440",170109140,2017-03-20,2017-03-20,"12:40",1,"Central",185,"626","INTIMATE PARTNER - SIMPLE ASSAULT","1218 2000 1814 0429 0408 0426 0448",25,"F","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",626,NA,NA,NA,"BROADWAY","OLYMPIC",34.0409,-118.2574,12H 40M 0S,"Mon",12
"1441",170109142,2017-03-20,2017-03-20,"10:00",1,"Central",176,"440","THEFT PLAIN - PETTY ($950 & UNDER)","1202 1218 0344",60,"M","H",101,"STREET",NA,"","IC","Invest Cont",440,NA,NA,NA,"8TH","MAPLE",34.0408,-118.2511,10H 0M 0S,"Mon",10
"1442",170109147,2017-03-20,2017-03-20,"13:00",1,"Central",176,"480","BIKE - STOLEN","1218 0344 0345",37,"M","H",103,"ALLEY",NA,"","IC","Invest Cont",480,NA,NA,NA,"9TH","SAN JULIAN",34.0381,-118.2511,13H 0M 0S,"Mon",13
"1443",170109188,2017-03-20,2017-03-20,"08:00",1,"Central",166,"440","THEFT PLAIN - PETTY ($950 & UNDER)","1218 1202 0344",74,"F","B",102,"SIDEWALK",NA,"","IC","Invest Cont",440,NA,NA,NA,"600 S  SAN PEDRO                    ST","",34.0421,-118.2469,8H 0M 0S,"Mon",8
"1444",170109222,2017-03-20,2017-03-20,"22:30",1,"Central",158,"624","BATTERY - SIMPLE ASSAULT","0417 1218",65,"F","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"6TH                          ST","SAN PEDRO",34.0395,-118.2405,22H 30M 0S,"Mon",22
"1445",171007649,2017-03-20,2017-03-20,"06:30",10,"West Valley",1032,"624","BATTERY - SIMPLE ASSAULT","2004 1218 0913 0444",30,"F","W",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"BALBOA                       BL","VICTORY                      BL",34.1866,-118.5011,6H 30M 0S,"Mon",6
"1446",171107714,2017-03-20,2017-03-20,"03:50",11,"Northeast",1127,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0416 1218 0432 0445",51,"M","H",101,"STREET",305,"FIXED OBJECT","IC","Invest Cont",230,NA,NA,NA,"YORK                         BL","N  FIGUEROA                     ST",34.1155,-118.1843,3H 50M 0S,"Mon",3
"1447",171209606,2017-03-20,2017-03-20,"18:00",12,"77th Street",1218,"440","THEFT PLAIN - PETTY ($950 & UNDER)","0344 0377 1218",25,"F","B",708,"CHURCH/CHAPEL (CHANGED 03-03 FROM CHURCH/TEMPLE)",NA,"","IC","Invest Cont",440,NA,NA,NA,"5500 S  HOOVER                       ST","",33.9924,-118.2871,18H 0M 0S,"Mon",18
"1448",171408620,2017-03-20,2017-03-20,"12:05",14,"Pacific",1489,"626","INTIMATE PARTNER - SIMPLE ASSAULT","2000 1218",NA,"F","X",101,"STREET",NA,"","AA","Adult Arrest",626,NA,NA,NA,"99TH                         PL","99TH                         ST",33.9471,-118.3772,12H 5M 0S,"Mon",12
"1449",170208000,2017-03-22,2017-03-21,"22:00",2,"Rampart",245,"440","THEFT PLAIN - PETTY ($950 & UNDER)","1218 0344",27,"M","W",109,"PARK/PLAYGROUND",NA,"","IC","Invest Cont",440,NA,NA,NA,"6TH                          ST","ALVARADO                     ST",34.0601,-118.2761,22H 0M 0S,"Tues",22
"1450",171007669,2017-03-21,2017-03-21,"01:00",10,"West Valley",1044,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1414 1218 0913 0906 0416 0411",25,"M","H",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",230,NA,NA,NA,"5800    RESEDA                       BL","",34.1763,-118.536,1H 0M 0S,"Tues",1
"1451",171007733,2017-03-22,2017-03-21,"06:30",10,"West Valley",1049,"440","THEFT PLAIN - PETTY ($950 & UNDER)","0344 1218",50,"F","W",109,"PARK/PLAYGROUND",NA,"","AA","Adult Arrest",440,NA,NA,NA,"6300    BALBOA                       BL","",34.184,-118.5011,6H 30M 0S,"Tues",6
"1452",171607315,2017-03-22,2017-03-21,"05:00",16,"Foothill",1675,"236","INTIMATE PARTNER - AGGRAVATED ASSAULT","0913 0416 2004 1218",50,"F","W",105,"PEDESTRIAN OVERCROSSING",305,"FIXED OBJECT","IC","Invest Cont",236,NA,NA,NA,"GLENOAKS                     BL","TRUESDALE                    ST",34.2309,-118.3727,5H 0M 0S,"Tues",5
"1453",170109390,2017-03-22,2017-03-22,"09:15",1,"Central",148,"624","BATTERY - SIMPLE ASSAULT","0400 1218",26,"F","W",517,"",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"400 S  SAN PEDRO                    ST","",34.0458,-118.243,9H 15M 0S,"Wed",9
"1454",170507742,2017-03-22,2017-03-22,"21:45",5,"Harbor",529,"624","BATTERY - SIMPLE ASSAULT","0416 0432 0444 1218 2002 2004",53,"M","W",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"BROAD                        AV","ANAHEIM                      ST",33.7801,-118.2611,21H 45M 0S,"Wed",21
"1455",170109557,2017-03-24,2017-03-23,"03:00",1,"Central",143,"440","THEFT PLAIN - PETTY ($950 & UNDER)","1218 0344",28,"F","B",101,"STREET",NA,"","IC","Invest Cont",440,NA,NA,NA,"5TH","HILL",34.0488,-118.2518,3H 0M 0S,"Thurs",3
"1456",170507795,2017-03-23,2017-03-23,"14:30",5,"Harbor",529,"624","BATTERY - SIMPLE ASSAULT","0416 0432 1218",40,"M","W",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"F                            ST","BROAD                        AV",33.7772,-118.2609,14H 30M 0S,"Thurs",14
"1457",170707597,2017-03-23,2017-03-23,"17:15",7,"Wilshire",721,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1412 0416 2004 1218",53,"M","B",101,"STREET",500,"UNKNOWN WEAPON/OTHER WEAPON","AO","Adult Other",230,998,NA,NA,"LA CIENEGA","SAN VICENTE",0,0,17H 15M 0S,"Thurs",17
"1458",171007788,2017-03-23,2017-03-23,"01:30",10,"West Valley",1089,"624","BATTERY - SIMPLE ASSAULT","1822 0448 1218 1202 2002",71,"F","W",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"VENTURA                      BL","WOODLEY                      AV",34.1564,-118.4836,1H 30M 0S,"Thurs",1
"1459",171607945,2017-04-05,2017-03-23,"13:12",16,"Foothill",1684,"662","BUNCO, GRAND THEFT","0701 1218 1900",25,"M","B",502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",NA,"","IC","Invest Cont",662,NA,NA,NA,"12000    STRATHERN                    ST","",34.2158,-118.3944,13H 12M 0S,"Thurs",13
"1460",170407662,2017-03-24,2017-03-24,"18:00",4,"Hollenbeck",468,"626","INTIMATE PARTNER - SIMPLE ASSAULT","2000 0416 1814 2004 1218 0419",31,"F","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",626,NA,NA,NA,"RIVERA","1ST                          ST",34.04,-118.2013,18H 0M 0S,"Fri",18
"1461",170507813,2017-03-24,2017-03-24,"07:30",5,"Harbor",529,"210","ROBBERY","0400 0337 0416 1218 1202 0370 0429",90,"M","B",101,"STREET",212,"BOTTLE","IC","Invest Cont",210,NA,NA,NA,"ANAHEIM                      ST","I                            ST",33.7827,-118.2223,7H 30M 0S,"Fri",7
"1462",171007835,2017-03-24,2017-03-24,"20:00",10,"West Valley",1037,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0416 1414 2004 1243 1218",42,"F","W",109,"PARK/PLAYGROUND",308,"STICK","IC","Invest Cont",230,NA,NA,NA,"VICTORY                      BL","BALBOA                       BL",0,0,20H 0M 0S,"Fri",20
"1463",170109609,2017-03-25,2017-03-25,"06:05",1,"Central",176,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0411 1218",60,"M","H",124,"BUS STOP",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",230,NA,NA,NA,"7TH","SAN PEDRO",34.0407,-118.2468,6H 5M 0S,"Sat",6
"1464",170200672,2017-03-25,2017-03-25,"03:45",2,"Rampart",212,"210","ROBBERY","1402 0448 0416 0432 0907 1218 2004 1206",48,"M","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",210,998,NA,NA,"JUANITA                      AV","BEVERLY                      BL",34.0764,-118.2903,3H 45M 0S,"Sat",3
"1465",170609011,2017-03-26,2017-03-25,"19:25",6,"Hollywood",645,"210","ROBBERY","0400 0432 0334 0337 0913 2004 1218",29,"M","W",727,"SHOPPING MALL (COMMON AREA)",200,"KNIFE WITH BLADE 6INCHES OR LESS","AO","Adult Other",210,NA,NA,NA,"6800    HOLLYWOOD                    BL","",34.1016,-118.3387,19H 25M 0S,"Sat",19
"1466",170807865,2017-03-26,2017-03-25,"23:30",8,"West LA",842,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1218 0411 2004 1202 0334 0445 1822",68,"M","W",108,"PARKING LOT",213,"CLEAVER","IC","Invest Cont",230,NA,NA,NA,"11600    WILSHIRE                     BL","",34.0508,-118.4592,23H 30M 0S,"Sat",23
"1467",170109675,2017-03-26,2017-03-26,"00:20",1,"Central",156,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0416 2004 1218",52,"M","B",101,"STREET",308,"STICK","AA","Adult Arrest",230,998,NA,NA,"6TH","WALL",34.0428,-118.2461,20M 0S,"Sun",0
"1468",170109730,2017-03-26,2017-03-26,"20:55",1,"Central",166,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0416 1218",32,"M","B",101,"STREET",312,"PIPE/METAL PIPE","IC","Invest Cont",230,NA,NA,NA,"600 S  SAN PEDRO                    ST","",34.0421,-118.2469,20H 55M 0S,"Sun",20
"1469",171509070,2017-03-26,2017-03-26,"05:30",15,"N Hollywood",1566,"624","BATTERY - SIMPLE ASSAULT","0416 1218 2004",47,"M","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"VINELAND                     AV","MOORPARK                     ST",34.1504,-118.3703,5H 30M 0S,"Sun",5
"1470",171509154,2017-03-26,2017-03-26,"16:30",15,"N Hollywood",1547,"930","CRIMINAL THREATS - NO WEAPON DISPLAYED","0443 1218 2004",56,"F","W",109,"PARK/PLAYGROUND",511,"VERBAL THREAT","IC","Invest Cont",930,NA,NA,NA,"MAGNOLIA","TUJUNGA",34.1649,-118.379,16H 30M 0S,"Sun",16
"1471",170309718,2017-03-27,2017-03-27,"10:45",3,"Southwest",351,"626","INTIMATE PARTNER - SIMPLE ASSAULT","2000 1814 0416 2004 1218 1414",24,"M","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",626,NA,NA,NA,"EXPOSITION                   BL","VINEYARD                     AV",34.0246,-118.3484,10H 45M 0S,"Mon",10
"1472",170109741,2017-03-27,2017-03-27,"05:00",1,"Central",156,"761","BRANDISH WEAPON","0334 1218",49,"M","B",101,"STREET",207,"OTHER KNIFE","AO","Adult Other",761,NA,NA,NA,"5TH                          ST","MAPLE",34.0437,-118.2455,5H 0M 0S,"Mon",5
"1473",170109742,2017-03-27,2017-03-27,"06:00",1,"Central",157,"440","THEFT PLAIN - PETTY ($950 & UNDER)","0344 1218",29,"M","B",709,"PUBLIC RESTROOM(INDOORS-INSIDE)",NA,"","IC","Invest Cont",440,NA,NA,NA,"600 E  6TH                          ST","",34.0417,-118.2443,6H 0M 0S,"Mon",6
"1474",170109812,2017-03-27,2017-03-27,"11:00",1,"Central",157,"440","THEFT PLAIN - PETTY ($950 & UNDER)","0344 1218",46,"M","W",102,"SIDEWALK",NA,"","IC","Invest Cont",440,NA,NA,NA,"7TH                          ST","CROCKER                      ST",34.0401,-118.2459,11H 0M 0S,"Mon",11
"1475",170109977,2017-03-29,2017-03-27,"01:00",1,"Central",158,"480","BIKE - STOLEN","1218 0344",53,"M","B",101,"STREET",NA,"","IC","Invest Cont",480,NA,NA,NA,"5TH                          ST","GLADYS",34.0421,-118.2405,1H 0M 0S,"Mon",1
"1476",170109980,2017-03-29,2017-03-27,"23:00",1,"Central",156,"440","THEFT PLAIN - PETTY ($950 & UNDER)","0344 1218",49,"F","H",517,"",NA,"","IC","Invest Cont",440,NA,NA,NA,"500 S  SAN PEDRO                    ST","",34.0437,-118.2455,23H 0M 0S,"Mon",23
"1477",170309686,2017-03-27,2017-03-27,"14:10",3,"Southwest",395,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","1218 1822 0416 0446 0334",16,"M","X",103,"ALLEY",500,"UNKNOWN WEAPON/OTHER WEAPON","IC","Invest Cont",230,NA,NA,NA,"1900 W  43RD                         PL","",34.0046,-118.3138,14H 10M 0S,"Mon",14
"1478",170807894,2017-03-27,2017-03-27,"01:50",8,"West LA",849,"210","ROBBERY","0429 0416 2004 0344 1402 1218",48,"M","B",101,"STREET",102,"HAND GUN","AA","Adult Arrest",210,998,NA,NA,"PICO                         BL","CORNING                      ST",34.0536,-118.3773,1H 50M 0S,"Mon",1
"1479",170908360,2017-03-27,2017-03-27,"12:50",9,"Van Nuys",935,"440","THEFT PLAIN - PETTY ($950 & UNDER)","1814 1218 2004 0344 2000 0345",49,"F","W",101,"STREET",NA,"","IC","Invest Cont",440,NA,NA,NA,"VAN NUYS","AETNA                        ST",34.1837,-118.4443,12H 50M 0S,"Mon",12
"1480",171108261,2017-03-30,2017-03-27,"16:00",11,"Northeast",1136,"121","RAPE, FORCIBLE","0522 1241 2000 1813 1218 0527 1501",57,"F","W",501,"SINGLE FAMILY DWELLING",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",121,NA,NA,NA,"4500    TOLAND                       WY","",34.1221,-118.2188,16H 0M 0S,"Mon",16
"1481",171808876,2017-03-28,2017-03-28,"15:25",18,"Southeast",1846,"761","BRANDISH WEAPON","0418 0421 1816 0906 0913 1218",34,"M","H",101,"STREET",200,"KNIFE WITH BLADE 6INCHES OR LESS","IC","Invest Cont",761,910,NA,NA,"LANZIT","CENTRAL                      AV",33.9323,-118.2502,15H 25M 0S,"Tues",15
"1482",170109825,2017-03-28,2017-03-28,"02:30",1,"Central",182,"761","BRANDISH WEAPON","0334 0421 1218",60,"M","O",124,"BUS STOP",207,"OTHER KNIFE","IC","Invest Cont",761,930,NA,NA,"OLYMPIC","GRAND",34.0437,-118.2617,2H 30M 0S,"Tues",2
"1483",170109843,2017-03-28,2017-03-28,"11:25",1,"Central",166,"624","BATTERY - SIMPLE ASSAULT","1218 0416",52,"M","W",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"7TH                          ST","SAN JULIAN",34.0407,-118.2468,11H 25M 0S,"Tues",11
"1484",170109929,2017-03-28,2017-03-28,"17:10",1,"Central",157,"210","ROBBERY","0416 0344 1300 0429 1218",46,"F","H",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",210,NA,NA,NA,"600    CROCKER                      ST","",0,0,17H 10M 0S,"Tues",17
"1485",170208279,2017-03-28,2017-03-28,"01:10",2,"Rampart",269,"210","ROBBERY","1300 0444 0448 0344 0216 1218",19,"M","W",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",210,NA,NA,NA,"7TH                          ST","BIXEL",34.0509,-118.2642,1H 10M 0S,"Tues",1
"1486",171108178,2017-03-28,2017-03-28,"12:50",11,"Northeast",1145,"624","BATTERY - SIMPLE ASSAULT","0432 0319 0448 0400 1601 1218 2002",34,"M","W",406,"OTHER STORE",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"2500    GLENDALE                     BL","",34.1027,-118.2592,12H 50M 0S,"Tues",12
"1487",171108181,2017-03-28,2017-03-28,"12:30",11,"Northeast",1105,"888","TRESPASSING","0432 0445 1822 1203 1218",50,"F","W",501,"SINGLE FAMILY DWELLING",NA,"","IC","Invest Cont",888,NA,NA,NA,"5100    CASPAR                       AV","",34.1392,-118.213,12H 30M 0S,"Tues",12
"1488",171210208,2017-03-28,2017-03-28,"15:30",12,"77th Street",1233,"420","THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER)","0344 0352 1822 1218",43,"F","H",101,"STREET",NA,"","IC","Invest Cont",420,NA,NA,NA,"MANHATTAN                    PL","SLAUSON                      AV",33.9862,-118.3111,15H 30M 0S,"Tues",15
"1489",171808828,2017-03-28,2017-03-28,"17:00",18,"Southeast",1805,"230","ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT","0416 1206 0913 2004 1218",48,"F","B",101,"STREET",306,"ROCK/THROWN OBJECT","AO","Adult Other",230,NA,NA,NA,"SAN PEDRO                    ST","89TH                         ST",33.9556,-118.2695,17H 0M 0S,"Tues",17
"1490",170109951,2017-03-29,2017-03-29,"02:00",1,"Central",162,"350","THEFT, PERSON","1218 0344",16,"M","A",101,"STREET",NA,"","IC","Invest Cont",350,NA,NA,NA,"7TH                          ST","HOPE                         ST",34.048,-118.2577,2H 0M 0S,"Wed",2
"1491",170110089,2017-03-29,2017-03-29,"12:45",1,"Central",166,"624","BATTERY - SIMPLE ASSAULT","1218 0416",37,"F","W",517,"",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"600 S  SAN PEDRO                    ST","",34.0421,-118.2469,12H 45M 0S,"Wed",12
"1492",170908499,2017-03-29,2017-03-29,"19:05",9,"Van Nuys",933,"626","INTIMATE PARTNER - SIMPLE ASSAULT","1218 2000",36,"M","B",101,"STREET",NA,"","AO","Adult Other",626,NA,NA,NA,"6000    VAN NUYS                     BL","",34.1831,-118.4523,19H 5M 0S,"Wed",19
"1493",171509187,2017-03-29,2017-03-29,"07:45",15,"N Hollywood",1545,"626","INTIMATE PARTNER - SIMPLE ASSAULT","2000 0400 1218 2004",26,"M","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",626,NA,NA,NA,"BURBANK","RADFORD",34.1722,-118.3921,7H 45M 0S,"Wed",7
"1494",171509188,2017-03-29,2017-03-29,"07:45",15,"N Hollywood",1545,"626","INTIMATE PARTNER - SIMPLE ASSAULT","2000 0401 0416 2004 1218 0906",25,"F","H",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AO","Adult Other",626,NA,NA,NA,"RADFORD","BURBANK",34.1722,-118.3921,7H 45M 0S,"Wed",7
"1495",170100714,2017-03-30,2017-03-30,"02:30",1,"Central",166,"624","BATTERY - SIMPLE ASSAULT","1218 2004 0448 0400",54,"F","W",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",624,NA,NA,NA,"6TH","SAN PEDRO                    ST",34.0423,-118.2452,2H 30M 0S,"Thurs",2
"1496",170100715,2017-03-30,2017-03-30,"14:10",1,"Central",109,"236","INTIMATE PARTNER - AGGRAVATED ASSAULT","0416 2000 2004 1218",36,"M","H",710,"OTHER PREMISE",500,"UNKNOWN WEAPON/OTHER WEAPON","AA","Adult Arrest",236,NA,NA,NA,"PARK ROW                     DR","BUENA VISTA                  DR",34.0761,-118.2308,14H 10M 0S,"Thurs",14
"1497",170110114,2017-03-30,2017-03-30,"13:00",1,"Central",156,"341","THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD0036","0344 1218",47,"F","B",517,"",NA,"","IC","Invest Cont",341,NA,NA,NA,"500 S  SAN PEDRO                    ST","",34.0437,-118.2455,13H 0M 0S,"Thurs",13
"1498",170110115,2017-03-30,2017-03-30,"08:00",1,"Central",148,"440","THEFT PLAIN - PETTY ($950 & UNDER)","0344 1218",32,"F","W",514,"GROUP HOME",NA,"","IC","Invest Cont",440,NA,NA,NA,"400 S  SAN PEDRO                    ST","",34.0458,-118.243,8H 0M 0S,"Thurs",8
"1499",170110121,2017-03-30,2017-03-30,"10:12",1,"Central",192,"626","INTIMATE PARTNER - SIMPLE ASSAULT","2000 1813 0444 0416 2004 1218",35,"F","B",101,"STREET",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",626,NA,NA,NA,"18TH","HILL                         ST",34.0333,-118.2657,10H 12M 0S,"Thurs",10
"1500",170110122,2017-03-30,2017-03-30,"10:12",1,"Central",192,"626","INTIMATE PARTNER - SIMPLE ASSAULT","2000 1813 0400 2004 1218",35,"F","B",101,"STREET",308,"STICK","AO","Adult Other",626,NA,NA,NA,"18TH","HILL                         ST",34.0333,-118.2657,10H 12M 0S,"Thurs",10
"1501",170110124,2017-03-30,2017-03-30,"11:30",1,"Central",166,"626","INTIMATE PARTNER - SIMPLE ASSAULT","1814 2000 0416 2004 1218",33,"M","B",102,"SIDEWALK",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","AA","Adult Arrest",626,NA,NA,NA,"7TH","WALL                         ST",34.0412,-118.2474,11H 30M 0S,"Thurs",11
"1502",170208373,2017-03-30,2017-03-30,"01:30",2,"Rampart",245,"210","ROBBERY","2004 1218 0913 0416 0429 0401 0421 0344 0906",20,"M","H",109,"PARK/PLAYGROUND",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)","IC","Invest Cont",210,NA,NA,NA,"ALVARADO","7TH",34.0565,-118.2724,1H 30M 0S,"Thurs",1
